,Transaction date,Transaction type,Num,Customer full name,Vendor,Memo/Description,Cleared,Amount
,10/31/2025,Deposit,,,,"TikTok Inc       DES:PAYMENT    ID:XXXXXXXXXX12156           INDN:Outdoor Playground Inc  CO ID:XXXXX67522 CCD           PMT INFO:TikTok Shop-USLC7NEW6U, payout ID 346629           XXXXX75932922",,34.73
4707,,,,,,,,
,10/31/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX46603837             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,Reconciled,267.57
,10/31/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX46603837             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,,267.57
4723,,,,,,,,
,11/03/2025,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-G9U0D2U0X6C3           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,Reconciled,3306.6
,11/03/2025,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-G9U0D2U0X6C3           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,,3306.6
4740,,,,,,,,
,11/03/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX68970944             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,Reconciled,117.27
,11/03/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX68970944             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,,117.27
4741,,,,,,,,
,11/03/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX92307375             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,Reconciled,235.59
,11/03/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX92307375             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,,235.59
4745,,,,,,,,
,11/03/2025,Deposit,,,,"TikTok Inc       DES:PAYMENT    ID:XXXXXXXXXX73020           INDN:Outdoor Playground Inc  CO ID:XXXXX67522 CCD           PMT INFO:TikTok Shop-USLC7NEW6U, payout ID 346632           XXXXX42866426",Reconciled,274.2
,11/03/2025,Deposit,,,,"TikTok Inc       DES:PAYMENT    ID:XXXXXXXXXX73020           INDN:Outdoor Playground Inc  CO ID:XXXXX67522 CCD           PMT INFO:TikTok Shop-USLC7NEW6U, payout ID 346632           XXXXX42866426",,274.2
4746,,,,,,,,
,11/03/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX17749733             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,Reconciled,626.8
,11/03/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX17749733             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,,626.8
4735,,,,,,,,
,11/04/2025,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-H9L0V1L7T0K4           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX65600 CCD,Reconciled,7049.14
,11/04/2025,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-H9L0V1L7T0K4           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX65600 CCD,,7049.14
4736,,,,,,,,
,11/04/2025,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-G3O9Y2M4O9N6           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,32.13
,11/04/2025,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-G3O9Y2M4O9N6           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,32.13
4742,,,,,,,,
,11/04/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX42622898             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,Reconciled,163.31
,11/04/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX42622898             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,,163.31
4743,,,,,,,,
,11/04/2025,Deposit,,,,"TikTok Inc       DES:PAYMENT    ID:XXXXXXXXXX31687           INDN:Outdoor Playground Inc  CO ID:XXXXX67522 CCD           PMT INFO:TikTok Shop-USLC7NEW6U, payout ID 346639           XXXXX76902138",Reconciled,178.23
,11/04/2025,Deposit,,,,"TikTok Inc       DES:PAYMENT    ID:XXXXXXXXXX31687           INDN:Outdoor Playground Inc  CO ID:XXXXX67522 CCD           PMT INFO:TikTok Shop-USLC7NEW6U, payout ID 346639           XXXXX76902138",,178.23
4744,,,,,,,,
,11/04/2025,Deposit,,,,"TikTok Shop      DES:XXXXX35001 ID:USLC7NEW6U,               INDN:Outdoor Playground Inc  CO ID:XXXXX92853 CCD           PMT INFO:USLC7NEW6U,",Reconciled,205.27
,11/04/2025,Deposit,,,,"TikTok Shop      DES:XXXXX35001 ID:USLC7NEW6U,               INDN:Outdoor Playground Inc  CO ID:XXXXX92853 CCD           PMT INFO:USLC7NEW6U,",,205.27
4754,,,,,,,,
,11/05/2025,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-X9Z0V8C2H7P7           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,3320.9
,11/05/2025,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-X9Z0V8C2H7P7           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,3320.9
4755,,,,,,,,
,11/05/2025,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-K4I0K4F1Q8Q6           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX65600 CCD,Reconciled,3413.7
,11/05/2025,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-K4I0K4F1Q8Q6           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX65600 CCD,,3413.7
4756,,,,,,,,
,11/05/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX65248038             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,Reconciled,664.46
,11/05/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX65248038             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,,664.46
4760,,,,,,,,
,11/06/2025,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-A1R3E5J6I3S3           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX65600 CCD,Reconciled,143.77
,11/06/2025,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-A1R3E5J6I3S3           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX65600 CCD,,143.77
4762,,,,,,,,
,11/06/2025,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-H0W3S4F6U6A7           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,747.59
,11/06/2025,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-H0W3S4F6U6A7           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,747.59
4764,,,,,,,,
,11/06/2025,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-K6C5W3P6R2C4           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,Reconciled,4758.16
,11/06/2025,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-K6C5W3P6R2C4           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,,4758.16
4783,,,,,,,,
,11/06/2025,Deposit,,,,"TikTok Inc       DES:PAYMENT    ID:XXXXXXXXXX70806           INDN:Outdoor Playground Inc  CO ID:XXXXX67522 CCD           PMT INFO:TikTok Shop-USLC7NEW6U, payout ID 346653           XXXXX71107834",Reconciled,121.88
,11/06/2025,Deposit,,,,"TikTok Inc       DES:PAYMENT    ID:XXXXXXXXXX70806           INDN:Outdoor Playground Inc  CO ID:XXXXX67522 CCD           PMT INFO:TikTok Shop-USLC7NEW6U, payout ID 346653           XXXXX71107834",,121.88
4786,,,,,,,,
,11/06/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX87682148             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,Reconciled,554.41
,11/06/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX87682148             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,,554.41
4765,,,,,,,,
,11/07/2025,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-D2K5B3Z8A6B2           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,Reconciled,2579.36
,11/07/2025,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-D2K5B3Z8A6B2           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,,2579.36
4766,,,,,,,,
,11/07/2025,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-E3X3A3G9Y8C4           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,184.42
,11/07/2025,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-E3X3A3G9Y8C4           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,184.42
4785,,,,,,,,
,11/07/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX09865471             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,Reconciled,481.96
,11/07/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX09865471             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,,481.96
4784,,,,,,,,
,11/10/2025,Deposit,,,,"TikTok Shop      DES:XXXXX75001 ID:USLC7NEW6U,               INDN:Outdoor Playground Inc  CO ID:XXXXX92853 CCD           PMT INFO:USLC7NEW6U,",Reconciled,86.4
,11/10/2025,Deposit,,,,"TikTok Shop      DES:XXXXX75001 ID:USLC7NEW6U,               INDN:Outdoor Playground Inc  CO ID:XXXXX92853 CCD           PMT INFO:USLC7NEW6U,",,86.4
4787,,,,,,,,
,11/10/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX77515858             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,Reconciled,114.4
,11/10/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX77515858             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,,114.4
4788,,,,,,,,
,11/10/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX32722523             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,Reconciled,414.81
,11/10/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX32722523             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,,414.81
4789,,,,,,,,
,11/10/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX56327507             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,Reconciled,336.09
,11/10/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX56327507             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,,336.09
4790,,,,,,,,
,11/10/2025,Deposit,,,,Shopify          DES:TRANSFER   ID:ST-T3Z5R0M1Q1B9           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX65600 CCD,Reconciled,3238.84
,11/10/2025,Deposit,,,,Shopify          DES:TRANSFER   ID:ST-T3Z5R0M1Q1B9           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX65600 CCD,,3238.84
4791,,,,,,,,
,11/10/2025,Deposit,,,,STRIPE           DES:TRANSFER   ID:ST-G6I1R3F2M5K9           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,1815.4
,11/10/2025,Deposit,,,,STRIPE           DES:TRANSFER   ID:ST-G6I1R3F2M5K9           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,1815.4
4794,,,,,,,,
,11/12/2025,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-F3H9C9Q7D1D0           INDN:RICHARD PATRI           CO ID:XXXXX48598 CCD,Reconciled,765.46
,11/12/2025,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-F3H9C9Q7D1D0           INDN:RICHARD PATRI           CO ID:XXXXX48598 CCD,,765.46
4797,,,,,,,,
,11/12/2025,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-R4O2H6R4A2Q2           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,Reconciled,7915.87
,11/12/2025,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-R4O2H6R4A2Q2           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,,7915.87
4813,,,,,,,,
,11/12/2025,Deposit,,,,"TikTok Inc       DES:PAYMENT    ID:XXXXXXXXXX75816           INDN:Outdoor Playground Inc  CO ID:XXXXX67522 CCD           PMT INFO:TikTok Shop-USLC7NEW6U, payout ID 346666           XXXXX16973562",Reconciled,34.73
,11/12/2025,Deposit,,,,"TikTok Inc       DES:PAYMENT    ID:XXXXXXXXXX75816           INDN:Outdoor Playground Inc  CO ID:XXXXX67522 CCD           PMT INFO:TikTok Shop-USLC7NEW6U, payout ID 346666           XXXXX16973562",,34.73
4814,,,,,,,,
,11/12/2025,Deposit,,,,"TikTok Inc       DES:PAYMENT    ID:XXXXXXXXXX58950           INDN:Outdoor Playground Inc  CO ID:XXXXX67522 CCD           PMT INFO:TikTok Shop-USLC7NEW6U, payout ID 346660           XXXXX37932538",Reconciled,242.52
,11/12/2025,Deposit,,,,"TikTok Inc       DES:PAYMENT    ID:XXXXXXXXXX58950           INDN:Outdoor Playground Inc  CO ID:XXXXX67522 CCD           PMT INFO:TikTok Shop-USLC7NEW6U, payout ID 346660           XXXXX37932538",,242.52
4815,,,,,,,,
,11/12/2025,Deposit,,,,"TikTok Inc       DES:PAYMENT    ID:XXXXXXXXXX33607           INDN:Outdoor Playground Inc  CO ID:XXXXX67522 CCD           PMT INFO:TikTok Shop-USLC7NEW6U, payout ID 346663           XXXXX29956346",Reconciled,64.96
,11/12/2025,Deposit,,,,"TikTok Inc       DES:PAYMENT    ID:XXXXXXXXXX33607           INDN:Outdoor Playground Inc  CO ID:XXXXX67522 CCD           PMT INFO:TikTok Shop-USLC7NEW6U, payout ID 346663           XXXXX29956346",,64.96
4828,,,,,,,,
,11/12/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX99592087             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,Reconciled,454.07
,11/12/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX99592087             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,,454.07
4831,,,,,,,,
,11/12/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX22299849             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,Reconciled,597.48
,11/12/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX22299849             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,,597.48
4799,,,,,,,,
,11/13/2025,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-D3G4C8W9K3E7           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX65600 CCD,Reconciled,4149.4
,11/13/2025,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-D3G4C8W9K3E7           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX65600 CCD,,4149.4
4802,,,,,,,,
,11/13/2025,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-R8H7K7T6O8E8           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,1307.98
,11/13/2025,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-R8H7K7T6O8E8           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,1307.98
4812,,,,,,,,
,11/13/2025,Deposit,,,,"TikTok Inc       DES:PAYMENT    ID:XXXXXXXXXX81028           INDN:Outdoor Playground Inc  CO ID:XXXXX67522 CCD           PMT INFO:TikTok Shop-USLC7NEW6U, payout ID 346673           XXXXX74607866",Reconciled,13.16
,11/13/2025,Deposit,,,,"TikTok Inc       DES:PAYMENT    ID:XXXXXXXXXX81028           INDN:Outdoor Playground Inc  CO ID:XXXXX67522 CCD           PMT INFO:TikTok Shop-USLC7NEW6U, payout ID 346673           XXXXX74607866",,13.16
4830,,,,,,,,
,11/13/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX44337939             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,Reconciled,350.47
,11/13/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX44337939             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,,350.47
4834,,,,,,,,
,11/13/2025,Deposit,,,,AMAZON.CEINXUBBD DES:PAYMENTS   ID:2FFP9RLXPRTHJWB           INDN:Outdoor Playground Inc  CO ID:XXXXX40102 CCD,Reconciled,853.29
,11/13/2025,Deposit,,,,AMAZON.CEINXUBBD DES:PAYMENTS   ID:2FFP9RLXPRTHJWB           INDN:Outdoor Playground Inc  CO ID:XXXXX40102 CCD,,853.29
4835,,,,,,,,
,11/13/2025,Deposit,,,,BKOFAMERICA MOBILE 11/13 XXXXX70534 DEPOSIT                                    *MOBILE       CA,Reconciled,955.07
,11/13/2025,Deposit,,,,BKOFAMERICA MOBILE 11/13 XXXXX70534 DEPOSIT                                    *MOBILE       CA,,955.07
4800,,,,,,,,
,11/14/2025,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-X0M7K1K3A3V1           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,Reconciled,632.45
,11/14/2025,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-X0M7K1K3A3V1           INDN:RICHARD PATRI           CO ID:XXXXX65600 CCD,,632.45
4801,,,,,,,,
,11/14/2025,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-C6K6B5X4R5S9           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,Reconciled,1875.34
,11/14/2025,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-C6K6B5X4R5S9           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,,1875.34
4810,,,,,,,,
,11/14/2025,Deposit,,,,"TikTok Shop      DES:XXXXX35001 ID:USLC7NEW6U,               INDN:Outdoor Playground Inc  CO ID:XXXXX92853 CCD           PMT INFO:USLC7NEW6U,",Reconciled,106.45
,11/14/2025,Deposit,,,,"TikTok Shop      DES:XXXXX35001 ID:USLC7NEW6U,               INDN:Outdoor Playground Inc  CO ID:XXXXX92853 CCD           PMT INFO:USLC7NEW6U,",,106.45
4829,,,,,,,,
,11/14/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX66355188             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,Reconciled,34.2
,11/14/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX66355188             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,,34.2
4811,,,,,,,,
,11/17/2025,Deposit,,,,"TikTok Inc       DES:PAYMENT    ID:XXXXXXXXXX85024           INDN:Outdoor Playground Inc  CO ID:XXXXX67522 CCD           PMT INFO:TikTok Shop-USLC7NEW6U, payout ID 346680           XXXXX92164602",Reconciled,117.31
,11/17/2025,Deposit,,,,"TikTok Inc       DES:PAYMENT    ID:XXXXXXXXXX85024           INDN:Outdoor Playground Inc  CO ID:XXXXX67522 CCD           PMT INFO:TikTok Shop-USLC7NEW6U, payout ID 346680           XXXXX92164602",,117.31
4823,,,,,,,,
,11/17/2025,Deposit,,,,STRIPE           DES:TRANSFER   ID:ST-S3O5Y8V6W2P5           INDN:RICHARD PATRI           CO ID:XXXXX48598 CCD,Reconciled,411.7
,11/17/2025,Deposit,,,,STRIPE           DES:TRANSFER   ID:ST-S3O5Y8V6W2P5           INDN:RICHARD PATRI           CO ID:XXXXX48598 CCD,,411.7
4824,,,,,,,,
,11/17/2025,Deposit,,,,Shopify          DES:TRANSFER   ID:ST-P3X5O1Q5N1X3           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,Reconciled,1732.98
,11/17/2025,Deposit,,,,Shopify          DES:TRANSFER   ID:ST-P3X5O1Q5N1X3           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,,1732.98
4825,,,,,,,,
,11/17/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX88996432             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,Reconciled,366.3
,11/17/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX88996432             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,,366.3
4826,,,,,,,,
,11/17/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX34631555             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,Reconciled,400.83
,11/17/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX34631555             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,,400.83
4827,,,,,,,,
,11/17/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX12655398             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,Reconciled,560.78
,11/17/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX12655398             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,,560.78
4837,,,,,,,,
,11/18/2025,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-O1F3S9S1B7W7           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,Reconciled,7709.22
,11/18/2025,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-O1F3S9S1B7W7           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,,7709.22
4841,,,,,,,,
,11/18/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX57059157             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,Reconciled,830.07
,11/18/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX57059157             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,,830.07
4847,,,,,,,,
,11/18/2025,Deposit,,,,"TikTok Inc       DES:PAYMENT    ID:XXXXXXXXXX22107           INDN:Outdoor Playground Inc  CO ID:XXXXX67522 CCD           PMT INFO:TikTok Shop-USLC7NEW6U, payout ID 346687           XXXXX39751930",Reconciled,81.16
,11/18/2025,Deposit,,,,"TikTok Inc       DES:PAYMENT    ID:XXXXXXXXXX22107           INDN:Outdoor Playground Inc  CO ID:XXXXX67522 CCD           PMT INFO:TikTok Shop-USLC7NEW6U, payout ID 346687           XXXXX39751930",,81.16
4848,,,,,,,,
,11/18/2025,Deposit,,,,"TikTok Inc       DES:PAYMENT    ID:XXXXXXXXXX89719           INDN:Outdoor Playground Inc  CO ID:XXXXX67522 CCD           PMT INFO:TikTok Shop-USLC7NEW6U, payout ID 346684           XXXXX83178746",Reconciled,5.99
,11/18/2025,Deposit,,,,"TikTok Inc       DES:PAYMENT    ID:XXXXXXXXXX89719           INDN:Outdoor Playground Inc  CO ID:XXXXX67522 CCD           PMT INFO:TikTok Shop-USLC7NEW6U, payout ID 346684           XXXXX83178746",,5.99
4842,,,,,,,,
,11/19/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX79403145             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,Reconciled,388.57
,11/19/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX79403145             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,,388.57
4849,,,,,,,,
,11/19/2025,Deposit,,,,"TikTok Inc       DES:PAYMENT    ID:XXXXXXXXXX06307           INDN:Outdoor Playground Inc  CO ID:XXXXX67522 CCD           PMT INFO:TikTok Shop-USLC7NEW6U, payout ID 346694           XXXXX65406970",Reconciled,1.87
,11/19/2025,Deposit,,,,"TikTok Inc       DES:PAYMENT    ID:XXXXXXXXXX06307           INDN:Outdoor Playground Inc  CO ID:XXXXX67522 CCD           PMT INFO:TikTok Shop-USLC7NEW6U, payout ID 346694           XXXXX65406970",,1.87
4850,,,,,,,,
,11/19/2025,Deposit,,,,STRIPE           DES:TRANSFER   ID:ST-O8L6X8S2F9F4           INDN:RICHARD PATRI           CO ID:XXXXX48598 CCD,Reconciled,1360.39
,11/19/2025,Deposit,,,,STRIPE           DES:TRANSFER   ID:ST-O8L6X8S2F9F4           INDN:RICHARD PATRI           CO ID:XXXXX48598 CCD,,1360.39
4851,,,,,,,,
,11/19/2025,Deposit,,,,Shopify          DES:TRANSFER   ID:ST-L1R6H0H4T2O4           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,Reconciled,1514.32
,11/19/2025,Deposit,,,,Shopify          DES:TRANSFER   ID:ST-L1R6H0H4T2O4           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX48598 CCD,,1514.32
4852,,,,,,,,
,11/19/2025,Deposit,,,,Shopify          DES:TRANSFER   ID:ST-Z6Y5O8E8G8M7           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX65600 CCD,Reconciled,28.51
,11/19/2025,Deposit,,,,Shopify          DES:TRANSFER   ID:ST-Z6Y5O8E8G8M7           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX65600 CCD,,28.51
4854,,,,,,,,
,11/20/2025,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-J4W3S4C1H2L4           INDN:RICHARD PATRI           CO ID:XXXXX48598 CCD,Reconciled,162.43
,11/20/2025,Deposit,,Stripe,,STRIPE           DES:TRANSFER   ID:ST-J4W3S4C1H2L4           INDN:RICHARD PATRI           CO ID:XXXXX48598 CCD,,162.43
4855,,,,,,,,
,11/20/2025,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-T1K4Y8M7B0R1           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX65600 CCD,Reconciled,2417.33
,11/20/2025,Deposit,,,Shopify,Shopify          DES:TRANSFER   ID:ST-T1K4Y8M7B0R1           INDN:OUTDOOR PLAYGROUND INC  CO ID:XXXXX65600 CCD,,2417.33
4883,,,,,,,,
,11/20/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX01062621             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,Reconciled,141.7
,11/20/2025,Deposit,,,,PAYPAL           DES:TRANSFER   ID:XXXXX01062621             INDN:MAXIMUS OUTDOORS        CO ID:PAYPALSD11 PPD,,141.7
4905,,,,,,,,
,11/20/2025,Deposit,,,,"TikTok Inc       DES:PAYMENT    ID:XXXXXXXXXX76261           INDN:Outdoor Playground Inc  CO ID:XXXXX67522 CCD           PMT INFO:TikTok Shop-USLC7NEW6U, payout ID 346697           XXXXX38914554",Reconciled,13.74
,11/20/2025,Deposit,,,,"TikTok Inc       DES:PAYMENT    ID:XXXXXXXXXX76261           INDN:Outdoor Playground Inc  CO ID:XXXXX67522 CCD           PMT INFO:TikTok Shop-USLC7NEW6U, payout ID 346697           XXXXX38914554",,13.74
4857,,,,,,,,
